topik,pertanyaan
_TOMBOL REVISI PROPOSAL SKRIPSI PADA FILKOM APPS,"<p>assalamualaikum, saya muhammad amin iqbaal alam, NIM : 165150201111099. izin bertanya perihal pendaftaran wisuda dan yudisium pada siam tidak bisa upload dikarenakan tiba tiba terdapat tagihan pada siam namun sudah mendaftar yudisium dan wisuda pada filkom apps</p>"
_TOMBOL REVISI PROPOSAL SKRIPSI PADA FILKOM APPS,<p>Mohon bantuannya reupload orisinal skripsi pada filkom apps<br />Terimakasih</p>
_TOMBOL REVISI PROPOSAL SKRIPSI PADA FILKOM APPS,"<p>assalamualaikum, saya muhammad amin iqbaal alam, NIM : 165150201111099. izin bertanya perihal pendaftaran wisuda dan yudisium pada siam tidak bisa upload dikarenakan tiba tiba terdapat tagihan pada siam namun sudah mendaftar yudisium dan wisuda pada filkom apps</p>"
_TOMBOL REVISI PROPOSAL SKRIPSI PADA FILKOM APPS,"<figure><img src=""cid:19shs7g2cj5ttshz4ybrlhlanbryltwy"" data-image=""19sHs7G2CJ5Ttshz4YBrLHlaNBRyltwY"" alt=""image"" /></figure> <p>Permisi Bapak/Ibu, perkenalkan saya Muhammad Galang Tarigan 165150201111156, saya dari teknik informatika angkatan 2016. Saya ingin bertanya terkait KRS dan tagihan UKT di bank pada SIAM. Saya telah melakukan pengajuan yudisium pada filkom apps tetapi masih hanya beberapa kelengkapan yang telah diverifikasi oleh akademik, sisanya belum diverifikasi. Apakah saya harus tetap membayar UKT dan mengisi KRS atau tidak ya? Mohon bantuannya Bapak/Ibu.</p>"
_TOMBOL REVISI PROPOSAL SKRIPSI PADA FILKOM APPS,"<p>Assalamualaikum Wr.Wb</p> <p>Selamat siang, mohon maaf mengganggu waktunya</p> <p><br /></p> <p>Saya sudah selesai melakukan proses pendaftaran yudisium pada filkom apps dan status saya saat ini adalah Penjadawalan Yudisium.</p><figure><img src=""cid:ck8wpf1sx98y9tt2lgulrr7xizpbjn9y"" data-image=""ck8WpF1Sx98y9Tt2lGULrR7xiZpbjn9Y"" alt=""image"" /></figure> <p>Sebelumnya saya menerima pesan dari Yudisium Filkom UB untuk proses yudisium dimana terdapat 2 poin, Poin A untuk pernyataan bahwa data pendaftaran yudisium sudah benar. Untuk poin A ini sudah selesai saya kerjakan. Sementara untuk poin B untuk melengkapi data di SIAM</p><figure><img src=""cid:fikkrunbkvnkpo4deuvscfyfc2rvk_vw"" data-image=""fikKrunBkVnkPO4DeUvscFYFc2Rvk_vw"" alt=""image"" /></figure> <p> Untuk poin B ini saya mengalami kendala, karena saya tidak bisa menggunakan layanan aplikasi di SIAM sehingga saya tidak bisa mengisi kelengkapan data di SIAM. </p><figure><img src=""cid:2crultyt2sf1zeraj3b2_xfvgok1u_nc"" data-image=""2cRUlTYT2SF1zErAJ3b2_xFVGOk1U_nc"" alt=""image"" /></figure> <p>Untuk bisa mengggunakan layanan di SIAM, status skripsi harus Terdaptar, sementara status skripsi saya Tidak Terdaptar.<br /></p> <p>Solusinya bagaimana ya pak?</p> <p><br /></p> <p>Terima kasih</p> <p><br /></p>"
_TOMBOL REVISI PROPOSAL SKRIPSI PADA FILKOM APPS,"<p>Assalamualaikum, Saya Muhammad Rikza Ramadhan (165150207111046 - Teknik Informatika), Ingin menanyakan bahwa sampai saat ini saya belum bisa mengakses menu yudisium di siam, apakah masih perlu membayar ukt? padahal status sudah terdaftar. berikut merupakan screenshot siam dan detail status pada filkom apps saya:</p><figure><img src=""cid:pmkc3qfrpzoptdnj_m5hj-azoicbhkrk"" data-image=""Pmkc3qfrpzopTdNj_m5hj-azOiCBHKrk"" alt=""image"" /></figure><figure><img src=""cid:fifu7ibfbjd2afqnqkyr7kwbppebfl1g"" data-image=""FIfu7ibFBjd2afQNQKYR7kwBPpEBFL1g"" alt=""image"" /></figure>"
_TOMBOL REVISI PROPOSAL SKRIPSI PADA FILKOM APPS,"<p>Selamat pagi</p> <p>Mohon izin untuk menanyakan terkait layanan upload pada SIAM yang saat ini belum bisa saya akses. Sebelumnya saya ingin menjelaskan bahwa saya telah melakukan sidang skripsi, sudah melakukan pendaftaran yudisium, dan status pada filkom Apps saya adalah penjadwalan yudisium. Saat ini, pada SIAM tertulis ""<a><strong>Anda belum dapat menggunakan layanan ini. Harap menghubungi BAGIAN KEUANGAN FAKULTAS untuk permasalahan keuangan</strong></a>"" dan status saya terdaftar. Namun saya belum bisa melakukan upload file yang diminta oleh akademik. untuk selanjutnya apa yang harus saya lakukan?</p> <p>Terima kasih</p>"
_TOMBOL REVISI PROPOSAL SKRIPSI PADA FILKOM APPS,"<p>Selamat siang, saya Manggala Rezka Perdana mahasiswa TIF angkatan 2015 yang sudah selesai menjalani proses skripsi, saat ini status saya masih ""Pengajuan Yudisium"" Pada filkom apps. Saya ingin bertanya terkait pembayaran UKT, saat ini tagihan saya sudah muncul pada siam, namun status saya sudah Aktif, apakah UKT tetap harus dibayarkan? Ataukah saya masih bisa mendapatkan pembebasan UKT sampai selesai Pendaftaran Yudisium?? Terima kasih</p>"
_TOMBOL REVISI PROPOSAL SKRIPSI PADA FILKOM APPS,"<p>Belum menambahkan cover, lembah pengesahan dan pernyataan orisinalitas di dokumen akhir skripsi pada Filkom Apps dan JPTIIK (Dokumen Akhir Skripsi belum lengkap)</p>"
_TOMBOL REVISI PROPOSAL SKRIPSI PADA FILKOM APPS,"<p>Selamat pagi, saya ingin bertanya mengenasi pengisian krs. status saya saat ini yaitu sudah menyelesaikan skripsi dan belum mendaftar yudisium, karena saya belum mendaftar yudisium maka membayar ukt semester ini. Saya ingin bertanya apakah saya masih harus mengisi krs dengan mata kuliah skripsi? mengingat status skripsi saya sudah selesai pada filkom apps.</p>"
_TOMBOL REVISI PROPOSAL SKRIPSI PADA FILKOM APPS,"<p>Assalamualaikum Wr. Wb.</p> <p>Selamat Pagi, maaf mengganggu waktunya. Perkenalkan saya Adinda Chilliya Basuki dari Teknik Informatika 2017. Saya ingin bertanya terkait pengisian data Yudisium saya pada SIAM yang tidak bisa diakses sejak beberapa minggu yang lalu. Saya sudah melakukan pendaftaran yudisium pada FILKOM APPS pada tanggal 25 Januari 2022. Dan saya sudah di whatsapp oleh pihak FILKOM untuk mengisi data Yudisium pada SIAM tetapi sampai saat ini masih tidak dapat diakses. Dan saya mendapatkan informasi dari mahasiswa lain di grup Skripsi-JTIF, akses pengisian data di SIAM bisa dimintakan ke akademik secara mandiri. Pertanyaan saya adalah apakah Bapak/Ibu berkenan untuk membukakan akses SIAM saya? atau memang ada kendala pada berkas berkas yang saya ajukan sebelumnya? Terima kasih sebelumnya, mohon maaf bila ada salah kata. Berikut saya lampirkan bukti pendaftaran yudisium saya.</p> <p>Wassalamualaikum Wr. Wb.</p>"
_TOMBOL REVISI PROPOSAL SKRIPSI PADA FILKOM APPS,"<p>Assalamualaikum, selamat pagi Bapak/Ibu</p> <p>Pada Filkom Apps saya sudah berstatus ""Penjadwalan Yudisium"" sejak tanggal 26 Januari 2022 dan sudah mendapat instruksi untuk mengupload berkas-berkas yudisium dan wisuda pada SIAM. Akan tetapi sampai sekarang (sudah 2 minggu sejak tanggal 26 Januari 2022) saya tetap belum bisa untuk upload berkas-berkas yudisium dan wisuda di SIAM karena ada permasalahan keuangan. Apa yang harus saya lakukan agar dapat mengupload berkas-berkas yudisium dan wisuda di SIAM?</p> <p>Terima kasih</p>"
_TOMBOL REVISI PROPOSAL SKRIPSI PADA FILKOM APPS,"<p>Selamat sore, perkenalkan nama saya Heraspati Yudha Pratama, Prodi Sistem Informasi 2017</p> <p>Izin bertanya terkait bagaimana rekapan nilai yang memiliki nilai E meskipun sudah melakukan perbaikan pada mata kuliah tersebut. Soalnya yang saya baca pada filkom apps terdapat tulisan bahwa tidak ada nilai E pada rekap nilai di SIAM.</p><figure><img src=""cid:btiftxpezghpmjr2olyzxtdrlgt2kfmk"" data-image=""BtIFtxpezGHpMjr2OLYzxtdrLGt2Kfmk"" alt=""image"" /></figure><figure><img src=""cid:ehclbksi1kcyhyj7aw75quburzj9kznm"" data-image=""EhCLBKsI1kCYHYJ7aw75quBUrzj9KznM"" alt=""image"" /></figure> <p>Terima kasih.</p>"
_TOMBOL REVISI PROPOSAL SKRIPSI PADA FILKOM APPS,"<p>Selamat Pagi, Saya Dyan Krisyanto dengan NIM 145150200111099.</p> <p>Pada tanggal 31 januari 2022 saya menanyakan mengenai status SIAM saya yang belum berubah pada halo filkom dengan nomor tiket #003808, saya ingin mendaftar yudisium pada FILKOM APPS akan tetapi muncul peringatan ""pastikan Status SIAM anda adalah Aktif"", kemudian pada tanggal 2 februari 2022 saya mendapat balasan ""sedang diproses perubahan status akademik silahkan mengecek status SIAM saya secara berkala"". Hingga saat ini status siam saya masih belum berubah.</p> <p>Teman saya sesama angkatan 2014 mengabaikan peringatan ""status SIAM anda adalah Aktif"" dan langsung mengklik tombol daftar yudisium pada filkom apps dan sekarang status SIAM nya sudah berubah menjadi terdaftar. Apakah saya perlu melakukan hal yang sama agar status saya pada SIAM berubah atau menunggu perubahan SIAM terlebih dahulu kemudian mengklik tombol daftar yudisium ?<br /></p> <p>Apakah bisa dibantu? upload dokumen akhir dan semua verifikasi saya pada filkom apps sudah selesai pada tanggal 31 januari, bahkan link jurnal saya sudah keluar akan tetapi saya belum mengklik tombol daftar yudisium karena ada peringatan status SIAM harus aktif.</p> <p>Terima Kasih. </p><figure><img src=""cid:xvurfct-ilndh_1y_lm57tx__q595z_8"" data-image=""XvURFcT-ilNdH_1Y_LM57tx__Q595z_8"" alt=""image"" /></figure>"
_TOMBOL REVISI PROPOSAL SKRIPSI PADA FILKOM APPS,"<p>Selamat pagi,<br />Mohon maaf mengganggu waktunya..<br />Saya mendapat revisi judul bahasa inggris dari dosen 1 saya, jadi ada perubahan pada rincian judul dan dokumen final saya.<br />Saya ingin meminta tolong untuk perubahan judul saya pada filkom apps dengan rincian sebagai berikut :<br /><strong>Judul Bahasa Indonesia<br /></strong><u>Dari</u></p> <p>'IMPLEMENTASI ALGORITME STREAM CIPHER GRAIN-128A DAN SHAMIR’S SECRET SHARING PADA SISTEM DATABASE KEPENDUDUKAN'</p> <p><u>Menjadi</u> </p> <p>'IMPLEMENTASI ALGORITME STREAM CIPHER GRAIN-128A DAN SHAMIR’S SECRET SHARING PADA SISTEM ARSIP DATA KEPENDUDUKAN'</p> <p><strong>Judul Bahasa Inggris <br /></strong><u>Dari</u> </p> <p>'IMPLEMENTATION OF STREAM CIPHER ALGORITHM GRAIN-128A AND SHAMIR'S SECRET SHARING ON POPULATION DATA ARCHIVE SYSTEM'</p> <p><u>Menjadi<br /></u></p> <p>'IMPLEMENTATION OF STREAM CIPHER ALGORITHM GRAIN-128A AND SHAMIR'S SECRET SHARING ON ARCHIVE SYSTEM OF CIVILIAN POPULATION DATA'<br /><br />Dikarenakan ada perubahan judul tersebut, makan dokumen final saya juga berubah.<br />Berikut saya lampirkan dokumen final saya.<br />Mohon konfirmasinya, terimakasih..</p>"
_TOMBOL REVISI PROPOSAL SKRIPSI PADA FILKOM APPS,"<p>Selamat pagi, Saya ingin menanyakan terkait status Yudisium saya. <br />Saya sudah mengajukan yudisium pada filkom apps pada tanggal 27 januari 2022, kemudian saya melakukan pendaftaran yudisium pada tanggal 2 februari 2022. Hingga saat ini status saya masih Penjadwalan Yudisium (belum diproses). Sebagai tambahan informasi, link publikasi jurnal saya sudah keluar. <br /><br />Apakah yudisium saya memang belum ada jadwalnya atau bagaimana ya pak/bu?<br /><br />Sampai saat ini saya belum mendapatkan pesan konfirmasi (whatsapp) dari akademik. Pada SIAM saya juga sayah masih belum bisa menginputkan data-data terkait kelulusan &amp; yudisium. Saya takutnya ada syarat saya yang belum terpenuhi namun saya tidak tahu. Mohon informasi dan bantuannya ya pak/bu. Terima kasih. <br /><br /><br /></p>"
_TOMBOL REVISI PROPOSAL SKRIPSI PADA FILKOM APPS,"<p>Pada filkom apps saat mengajukan skripsi terdapat pesan "" - segera pengajuan tambah MK Pancasila (lintas prodi) melalui dosen PA/ KPS dikarenakan MK wajib dan masih E""</p> <p>Padahal saya telah mengambil mata kuliah pancasila pada semester ganjil 2021 dan telah mendapat b+, pada rekap nilai nama mata kuliah yang saya ambil pada semester ganjil 2017 pendidikan pancasila. Apakah mata kuliah tersebut berbeda? Terima kasih </p>"
_TOMBOL REVISI PROPOSAL SKRIPSI PADA FILKOM APPS,"<p>Selamat siang, ijin bertanya mengenai revisi lembar pengesahan yang di unggah sebagai syarat yudisium pada filkom apps. Saya mengalami kesalahan penulisan judul pada lembar pengesahan yang diunggah. Untuk file revisinya apakah perlu untuk meminta tanda tangan ulang kepada pembimbing dan ketua jurusan? Terima kasih, mohon maaf apabila ada salah kata.</p>"
_TOMBOL REVISI PROPOSAL SKRIPSI PADA FILKOM APPS,"<p>Assalamualaikum wr,wb.</p> <p>Mohon maaf mengganggu waktunya. Izin bertanya perihal dokumen skripsi setelah sidang yang belum bisa diupload dikarenakan dosen pembimbing 2 saya sampai saat ini belum menjawab pesan saya. Saya sudah mencoba menghubungi Bapak Arief Andy Soebroto beberapa kali untuk keperluan revisi skripsi untuk segera di upload pada filkom apps tetapi belum ada jawaban. Setahu saya batas upload pada filkom apps hanya 1bulan. Itu bagaimana ya Pak/Bu? Soalnya sudah hampir 1bulan saya menunggu balasan Dosen Pembimbing saya mohon petunjuknya. Terimakasih sebelumnya.</p> <p>Wassalamualaikum wr,wb.</p>"
_TOMBOL REVISI PROPOSAL SKRIPSI PADA FILKOM APPS,"<p>Setelah saya mendaftar yudisium pada filkom apps, ternyata ada yang salah pada submission jurnal saya di J-PTIIK, kemudian saya upload ulang dan sudah dipublish Hari Rabu minggu kemarin. Status di filkom apps saya masih ""Penjadwalan Yudisium belum diproses"", itu saya tinggal menunggu saja atau bagaimana? Terima kasih.</p>"
_TOMBOL REVISI PROPOSAL SKRIPSI PADA FILKOM APPS,"<p>saya sudah melakukan pendaftaran pada filkom apps, namun untuk mengisi data pada SIAM belum data dilakukan, bagaimana untuk prosedur supaya bisa mengakses data yudisium pada SIAM?</p>"
_TOMBOL REVISI PROPOSAL SKRIPSI PADA FILKOM APPS,"<p>Selamat sore saya telah melakukan update alamat email jurnal saya dari <strong><a href=""mailto:krisyantodyan@gmail.com"" target=""_blank"">krisyantodyan@gmail.com</a> </strong>menjadi <strong><a href=""mailto:krisyantodyan@student.ub.ac.id"" target=""_blank"">krisyantodyan@student.ub.ac.id</a> </strong>dan sudah saya upload pada Filkom Apps. Dan baru saja saya mendapat email yang berisi pendataan yudisium Anda sudah selesai diverifikasi oleh Akademik dan dianggap sudah sesuai. Silakan menunggu info berikutnya dari Akademik.<br /></p> <p>Terima Kasih banyak.</p>"
_TOMBOL REVISI PROPOSAL SKRIPSI PADA FILKOM APPS,<p>Mohon dibantu update foto pada filkom apps<br />terimakasih</p>
_TOMBOL REVISI PROPOSAL SKRIPSI PADA FILKOM APPS,<p>Pada filkom apps saya diminta untuk melakukan penghapusan MK. Sebelumnya saya telah mendapatkan transkrip dari akademik. Langkah Apa yang perlu saya lakukan selanjutnya untuk menyelesaikan proses penghapusan MK tersebut?</p>
_TOMBOL REVISI PROPOSAL SKRIPSI PADA FILKOM APPS,<p>tidak dapat mengupload proposa pada Filkom apps</p>
_TOMBOL REVISI PROPOSAL SKRIPSI PADA FILKOM APPS,"<p>Assalamualaikum Warahmatullahi Wabarakatuh.<br />Saya ingin bertanya terkait jadwal yang terdapat pada filkom apps, apakah jadwal pengajuan proposal skripsi dapat diperpanjang lagi supaya saya bisa mengumpulkan proposal saya<br /><br />Terima Kasih</p>"
_TOMBOL REVISI PROPOSAL SKRIPSI PADA FILKOM APPS,"<p>Selamat siang, beberapa hari yang lalu ada petugas akademik menghubungi saya untuk mengubah dokumen LEMBAR PENGESAHAN pada filkom apps karena file tidak sesuai, kemudian beliau menghimbau untuk menanyakan ke halofilkom untuk mengganti dokumen tersebut di filkomapps. Terimakasih</p>"
_TOMBOL REVISI PROPOSAL SKRIPSI PADA FILKOM APPS,"<p>Assalammualaikum bapak/ibu.</p> <p>mohon maaf mengganggu waktunya, saya mengalami problematika kesalahan input judul skripsi setelah ujian. Dan tau setelah status skripsi selesai.</p> <p><br /></p> <p>Kesalahan input adalah form judul saya masukkan abstrak. Menyebabkan judul tidak sesuai pada filkom apps. Yang seharusnya sebenarnya tidak ada perubahan judul setelah ujian.</p> <p><br /></p> <p><br /></p> <p>mohon untuk dapat dibantu membuka akses untuk perubahan judul atau perbaikan judul. Atau dapat dilakukan pembenaran melalui halo filkom. </p> <p><br /></p> <p>mohon bantuannya, terima kasih </p> <p><br /></p> <p><br /></p> <p><br /></p> <p><br /></p>"
_TOMBOL REVISI PROPOSAL SKRIPSI PADA FILKOM APPS,"<p>Selamat siang,</p> <p>Saya ingin meminta bantuan perihal dokumen jurnal pada filkom apps saya sepertinya tidak terupload.</p> <p>Berikut saya lampirkan screenshot filkomapps saya.</p> <p>Mohon bantuannya karena digunakan untuk keperluan pendaftara yudisium.</p> <p>Terimakasih</p>"
_TOMBOL REVISI PROPOSAL SKRIPSI PADA FILKOM APPS,"<p>Pada saat saya ingin melakukan pengajuan pada Filkom Apps, muncul pemberitahuan seperti gambar berikut ini. Untuk file abstrak jurnal, dokumen jurnal, dan dokumen skripsi sudah saya upload dengan bentuk file pdf padahal. Sesuai dengan yang diminta oleh Filkom Apps. Bagaimana ya ini? Terima kasih sebelumnya.</p>"
_TOMBOL REVISI PROPOSAL SKRIPSI PADA FILKOM APPS,"<p>Baik, persyaratan Anda terkait yudisium dan wisuda belum lengkap, silahkan segera melengkapi berkas yudisium pada filkom apps &amp; SIAM</p> <p>Terimakasih</p>"
_TOMBOL REVISI PROPOSAL SKRIPSI PADA FILKOM APPS,"<p>Izin bertanya, Kemarin hasil P0 nya dosbing mengarahkan untuk ganti proposal, karena judul juga ganti</p> <p>Memohon izin untuk dibukakan kembali menu upload proposal pada filkom apps</p>"
_TOMBOL REVISI PROPOSAL SKRIPSI PADA FILKOM APPS,"<p>Mohon bantuannya revisi file pada filkom apps, terimakasih</p>"
_TOMBOL REVISI PROPOSAL SKRIPSI PADA FILKOM APPS,"<p>Selamat sore, izin bertanya terkait verifikasi yudisium pada filkom apps bagian jurnal blm di verifikasi kembali hingga saat ini. Mohon di segera dicek supaya saya dapat melakukan revisi kembali jika kurang tepat. </p>"
_TOMBOL REVISI PROPOSAL SKRIPSI PADA FILKOM APPS,"<p>Selamat sore, saya I Putu Pradnyana Iswara NIM 155150401111048 selaku mahasiswa prodi SI angkatan 2015. Saya ingin melakukan permohonan agar akses untuk mengupload proposal skripsi pada filkom apps dapat dibuka, dikarenakan beberapa faktor saya mengalami keterlambatan untuk mengupload berkas. Demikian permohonan yang saya sampaika terimakasih.</p>"
_TOMBOL REVISI PROPOSAL SKRIPSI PADA FILKOM APPS,"<p>Saya izin bertanya, terkait batas akhir untuk upload file dokumen akhir skripsi tertera pada Filkom Apps yaitu satu bulan setelah sidang. Saya ingin bertanya apakah satu bulan ini terhitung 28 hari atau 30 hari? Semisal saya melaksanakan sidang di tanggal 22 April, apakah batas akhir untuk upload adalah tepat di tanggal 22 Mei?</p>"
_TOMBOL REVISI PROPOSAL SKRIPSI PADA FILKOM APPS,"<p>Selamat pagi, saya I Putu Pradnyana Iswara, NIM 155150401111048, selalu Mahasiswa prodi SI angkatan 2015. Terkait dengan formulir yang sudah saya setor <a href=""https://bit.ly/PermohonanKebijakanKetuaJurusans"" target=""_blank"">https://bit.ly/PermohonanKebijakanKetuaJurusans</a> pada hari jumat lalu terkait pembukaan akses upload proposal, saya ingin menanyakan progress dari permohonan tersebut, dan diharapkan dapat segera diproses agar saya bisa melanjutkan administrasi pada filkom apps ke tahap selanjutnya, terimakasih banyak<br /></p>"
_TOMBOL REVISI PROPOSAL SKRIPSI PADA FILKOM APPS,<p>mau menanyakan bagaimana mengurus Filkom Apps yang lupa username dan password yang sepertinya email yang dipakai pada Filkom Apps sudah dihapus </p>
_TOMBOL REVISI PROPOSAL SKRIPSI PADA FILKOM APPS,"<p>Selamat siang admin,</p> <p>Saya memiliki permasalahan saat ingin melakukan pendataan semester antara pada filkom apps. Dalam filkom apps biodata saya yang tertera masih menggunakan biodata lama (sebelum saya pindah prodi). Mohon bantuannya untuk memperbarui data saya sesuai SIAM UB karena saat ini saya telah pindah ke prodi teknik informatika dan dosen PA saya juga sudah diganti.</p> <p>Terima Kasih</p>"
